doi,paper_id,doi_source,doi_conflict,first_page_doi,prior_doi,title_best,prior_title,filename_title_guess,journal_best,year_best,authors_best,source_set,prior_publisher_group,prior_access_classification,prior_document_type,file_name,relative_path,page_count,file_size_mb,metadata_prior_match_score
10.1007/s00339-013-8156-7,46ba98101e012b1d,first_page_doi,FALSE,10.1007/s00339-013-8156-7,,s00339-013-8156-7,,s00339-013-8156-7,,,,OA,,,,s00339-013-8156-7.pdf,OA/OA-paper/s00339-013-8156-7.pdf,9,1.037,0.13
10.1007/s10562-008-9671-6,d96bce73178e2dd9,first_page_doi,FALSE,10.1007/s10562-008-9671-6,,s10562-008-9671-6,,s10562-008-9671-6,,,,OA,,,,s10562-008-9671-6.pdf,OA/OA-paper/s10562-008-9671-6.pdf,9,0.399,0.152
10.1007/s10562-012-0789-1,5e9138dcd95f7d08,first_page_doi,FALSE,10.1007/s10562-012-0789-1,,s10562-012-0789-1,,s10562-012-0789-1,,,,OA,,,,s10562-012-0789-1.pdf,OA/OA-paper/s10562-012-0789-1.pdf,8,1.149,0.152
10.1007/s10562-013-1110-7,5a372f8f26bbfcdc,first_page_doi,FALSE,10.1007/s10562-013-1110-7,,s10562-013-1110-7,,s10562-013-1110-7,,,,OA,,,,s10562-013-1110-7.pdf,OA/OA-paper/s10562-013-1110-7.pdf,9,0.723,0.152
10.1007/s10562-025-05249-5,0a01f94480fb52ae,first_page_doi,FALSE,10.1007/s10562-025-05249-5,,s10562-025-05249-5,,s10562-025-05249-5,,,,OA,,,,s10562-025-05249-5.pdf,OA/OA-paper/s10562-025-05249-5.pdf,10,2.855,0.15
10.1007/s10853-017-1299-8,9c286f4e5d4e9f78,first_page_doi,FALSE,10.1007/s10853-017-1299-8,,s10853-017-1299-8,,s10853-017-1299-8,,,,OA,,,,s10853-017-1299-8.pdf,OA/OA-paper/s10853-017-1299-8.pdf,13,3.075,0.13
10.1007/s10853-021-06457-1,155e833ad5187001,first_page_doi,FALSE,10.1007/s10853-021-06457-1,,s10853-021-06457-1,,s10853-021-06457-1,,,,OA,,,,s10853-021-06457-1.pdf,OA/OA-paper/s10853-021-06457-1.pdf,12,1.065,0.15
10.1007/s10934-024-01641-5,cb59982ecd25c1d1,first_page_doi,FALSE,10.1007/s10934-024-01641-5,,s10934-024-01641-5,,s10934-024-01641-5,,,,OA,,,,s10934-024-01641-5.pdf,OA/OA-paper/s10934-024-01641-5.pdf,11,4.868,0.12
10.1007/s11144-021-02071-z,76e942e2c950c01a,first_page_doi,FALSE,10.1007/s11144-021-02071-z,,s11144-021-02071-z,,s11144-021-02071-z,,,,OA,,,,s11144-021-02071-z.pdf,OA/OA-paper/s11144-021-02071-z.pdf,18,1.324,0.171
10.1007/s11244-008-9138-4,7293c8038cfb3b5d,first_page_doi,FALSE,10.1007/s11244-008-9138-4,,s11244-008-9138-4,,s11244-008-9138-4,,,,OA,,,,s11244-008-9138-4.pdf,OA/OA-paper/s11244-008-9138-4.pdf,16,0.752,0.147
10.1007/s11244-015-0455-0,59c32b6631d49d9a,first_page_doi,FALSE,10.1007/s11244-015-0455-0,,s11244-015-0455-0,,s11244-015-0455-0,,,,OA,,,,s11244-015-0455-0.pdf,OA/OA-paper/s11244-015-0455-0.pdf,9,0.922,0.147
10.1007/s11244-021-01428-x,50a042b0e5858464,first_page_doi,FALSE,10.1007/s11244-021-01428-x,,s11244-021-01428-x,,s11244-021-01428-x,,,,OA,,,,s11244-021-01428-x.pdf,OA/OA-paper/s11244-021-01428-x.pdf,10,3.395,0.15
10.1007/s11426-025-2616-0,48f587c79a893f98,first_page_doi,FALSE,10.1007/s11426-025-2616-0,,s11426-025-2616-0,,s11426-025-2616-0,,,,OA,,,,s11426-025-2616-0.pdf,OA/OA-paper/s11426-025-2616-0.pdf,3,0.616,0.147
10.1007/s11696-018-0565-9,662c178730344a3a,first_page_doi,FALSE,10.1007/s11696-018-0565-9,,s11696-018-0565-9,,s11696-018-0565-9,,,,OA,,,,s11696-018-0565-9.pdf,OA/OA-paper/s11696-018-0565-9.pdf,10,2.558,0.147
10.1007/s12206-020-0442-7,d98684bddc9e5c2c,first_page_doi,FALSE,10.1007/s12206-020-0442-7,,s12206-020-0442-7,,s12206-020-0442-7,,,,OA,,,,s12206-020-0442-7.pdf,OA/OA-paper/s12206-020-0442-7.pdf,10,2.527,0.122
10.1007/s43153-025-00629-1,b066702105829153,first_page_doi,FALSE,10.1007/s43153-025-00629-1,,s43153-025-00629-1,,s43153-025-00629-1,,,,OA,,,,s43153-025-00629-1.pdf,OA/OA-paper/s43153-025-00629-1.pdf,16,2.419,0.134
10.1039/c39910000849,4d2f57aab70f8c51,xlsx_prior_doi,FALSE,,10.1039/c39910000849,SELECTIVE SYNTHESIS OF ALK-1-ENES FROM CO/H2 CATALYZED BY HIGHLY REDUCED ZEOLITE-ENTRAPPED COBALT CLUSTERS,SELECTIVE SYNTHESIS OF ALK-1-ENES FROM CO/H2 CATALYZED BY HIGHLY REDUCED ZEOLITE-ENTRAPPED COBALT CLUSTERS,SELECTIVE SYNTHESIS OF ALK 1 ENES FROM CO H2 CATALYZED BY HIGHLY REDUCED ZEOLITE ENTRAPPED COBALT CLUSTERS,JOURNAL OF THE CHEMICAL SOCIETY-CHEMICAL COMMUNICATIONS,1991,"KOH, DJ; CHUNG, JS; KIM, YG",OA,RSC,OA_DOWNLOADABLE,Article,KOH_1991_SELECTIVE_SYNTHESIS_OF_ALK_1_ENES_FROM_CO_H2_CATALYZED_BY_HIGHLY_REDUCED_ZEOLITE_ENTRAPPED_COBALT_CLUSTERS_36db8d0cb8.pdf,OA/OA-paper/KOH_1991_SELECTIVE_SYNTHESIS_OF_ALK_1_ENES_FROM_CO_H2_CATALYZED_BY_HIGHLY_REDUCED_ZEOLITE_ENTRAPPED_COBALT_CLUSTERS_36db8d0cb8.pdf,2,0.223,1
10.1039/c3cc00160a,5a65e533c36f2ad0,first_page_doi,FALSE,10.1039/c3cc00160a,10.1039/c3cc00160a,X-ray nanoscopy of cobalt Fischer-Tropsch catalysts at work,X-ray nanoscopy of cobalt Fischer-Tropsch catalysts at work,X ray nanoscopy of cobalt Fischer Tropsch catalysts at work,CHEMICAL COMMUNICATIONS,2013,"Cats, Korneel H.; Gonzalez-Jimenez, Ines D.; Liu, Yijin; Nelson, Johanna; van Campen, Douglas; Meirer, Florian; van der Eerden, Ad M. J.; de Groot, Frank M. F.; Andrews, Joy C.; Weckhuysen, Bert M.",OA,RSC,OA_DOWNLOADABLE,Article,Cats_2013_X_ray_nanoscopy_of_cobalt_Fischer_Tropsch_catalysts_at_work_86beb1fbf1.pdf,OA/OA-paper/Cats_2013_X_ray_nanoscopy_of_cobalt_Fischer_Tropsch_catalysts_at_work_86beb1fbf1.pdf,3,1.657,1
10.1039/c9ta09681g,b1e4d7a6f7973994,first_page_doi,FALSE,10.1039/c9ta09681g,10.1039/c9ta09681g,Emerging nanostructured carbon-based non-precious metal electrocatalysts for selective electrochemical CO2 reduction to CO,Emerging nanostructured carbon-based non-precious metal electrocatalysts for selective electrochemical CO2 reduction to CO,Emerging nanostructured carbon based non precious metal electrocatalysts for selective electrochemical CO2 red,JOURNAL OF MATERIALS CHEMISTRY A,2019,"Wang, Xinyue; Zhao, Qidong; Yang, Bin; Li, Zhongjian; Bo, Zheng; Lam, Kwok Ho; Adli, Nadia Mohd; Lei, Lecheng; Wen, Zhenhai; Wu, Gang; Hou, Yang",OA,RSC,OA_DOWNLOADABLE,Review,Wang_2019_Emerging_nanostructured_carbon_based_non_precious_metal_electrocatalysts_for_selective_electrochemical_CO2_red_7b6d1e526c.pdf,OA/OA-paper/Wang_2019_Emerging_nanostructured_carbon_based_non_precious_metal_electrocatalysts_for_selective_electrochemical_CO2_red_7b6d1e526c.pdf,12,2.025,0.956
10.1039/c8cy01723a,d1da0c1a6111b48d,first_page_doi,FALSE,10.1039/c8cy01723a,10.1039/c8cy01723a,Effect of ammonia on cobalt Fischer-Tropsch synthesis catalysts: a surface science approach,Effect of ammonia on cobalt Fischer-Tropsch synthesis catalysts: a surface science approach,Effect of ammonia on cobalt Fischer Tropsch synthesis catalysts a surface science approach,CATALYSIS SCIENCE & TECHNOLOGY,2019,"Kizilkaya, Ali Can; Niemantsverdriet, J. W.; Weststrate, C. J.",OA,RSC,OA_DOWNLOADABLE,Article,Kizilkaya_2019_Effect_of_ammonia_on_cobalt_Fischer_Tropsch_synthesis_catalysts_a_surface_science_approach_7c0f2378f3.pdf,OA/OA-paper/Kizilkaya_2019_Effect_of_ammonia_on_cobalt_Fischer_Tropsch_synthesis_catalysts_a_surface_science_approach_7c0f2378f3.pdf,9,2.851,1
10.1021/jp0403846,777449ab5ffbbaac,first_page_doi,FALSE,10.1021/jp0403846,10.1021/jp0403846,In situ x-ray absorption of Co/Mn/TiO2 catalysts for Fischer-Tropsch synthesis,In situ x-ray absorption of Co/Mn/TiO2 catalysts for Fischer-Tropsch synthesis,In situ x ray absorption of Co Mn TiO2 catalysts for Fischer Tropsch synthesis,JOURNAL OF PHYSICAL CHEMISTRY B,2004,"Morales, F; de Groot, FMF; Glatzel, P; Kleimenov, E; Bluhm, H; Hävecker, M; Knop-Gericke, A; Weckhuysen, BM",OA,ACS,OA_DOWNLOADABLE,Article,Morales_2004_In_situ_x_ray_absorption_of_Co_Mn_TiO2_catalysts_for_Fischer_Tropsch_synthesis_c033a34270.pdf,OA/OA-paper/Morales_2004_In_situ_x_ray_absorption_of_Co_Mn_TiO2_catalysts_for_Fischer_Tropsch_synthesis_c033a34270.pdf,7,0.121,1
10.1039/b414788j,f4f5ad1afad1e320,first_page_doi,FALSE,10.1039/b414788j,10.1039/b414788j,Cobalt on carbon nanofiber catalysts: auspicious system for study of manganese promotion in Fischer-Tropsch catalysis,Cobalt on carbon nanofiber catalysts: auspicious system for study of manganese promotion in Fischer-Tropsch catalysis,Cobalt on carbon nanofiber catalysts auspicious system for study of manganese promotion in Fischer Tropsch cat,CHEMICAL COMMUNICATIONS,2005,"Bezemer, GL; Falke, U; van Dillen, AJ; de Jong, KP",OA,RSC,OA_DOWNLOADABLE,Article,Bezemer_2005_Cobalt_on_carbon_nanofiber_catalysts_auspicious_system_for_study_of_manganese_promotion_in_Fischer_Tropsch_cat_653f70ccfa.pdf,OA/OA-paper/Bezemer_2005_Cobalt_on_carbon_nanofiber_catalysts_auspicious_system_for_study_of_manganese_promotion_in_Fischer_Tropsch_cat_653f70ccfa.pdf,3,0.241,0.972
10.1016/j.cattod.2005.07.027,d5ec92a6cc490c19,first_page_doi,FALSE,10.1016/j.cattod.2005.07.027,10.1016/j.cattod.2005.07.027,Fischer-Tropsch synthesis using iron supported on potassic LTL zeolite and modified with Cs,Fischer-Tropsch synthesis using iron supported on potassic LTL zeolite and modified with Cs,Fischer Tropsch synthesis using iron supported on potassic LTL zeolite and modified with Cs,CATALYSIS TODAY,2005,"Gallegos, NG; Alvarez, AM; Cagnoli, MV; Bengoa, JF; Cano, LA; Mercader, RC; Marchetti, SG",OA,Elsevier,OA_DOWNLOADABLE,Article; Proceedings Paper,Gallegos_2005_Fischer_Tropsch_synthesis_using_iron_supported_on_potassic_LTL_zeolite_and_modified_with_Cs_ab36baa848.pdf,OA/OA-paper/Gallegos_2005_Fischer_Tropsch_synthesis_using_iron_supported_on_potassic_LTL_zeolite_and_modified_with_Cs_ab36baa848.pdf,7,0.43,1
10.1021/ja058282w,baa41b532097932a,first_page_doi,FALSE,10.1021/ja058282w,10.1021/ja058282w,Cobalt particle size effects in the Fischer-Tropsch reaction studied with carbon nanofiber supported catalysts,Cobalt particle size effects in the Fischer-Tropsch reaction studied with carbon nanofiber supported catalysts,Cobalt particle size effects in the Fischer Tropsch reaction studied with carbon nanofiber supported catalysts,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2006,"Bezemer, GL; Bitter, JH; Kuipers, HPCE; Oosterbeek, H; Holewijn, JE; Xu, XD; Kapteijn, F; van Dillen, AJ; de Jong, KP",OA,ACS,OA_DOWNLOADABLE,Article,Bezemer_2006_Cobalt_particle_size_effects_in_the_Fischer_Tropsch_reaction_studied_with_carbon_nanofiber_supported_catalysts_830ec99802.pdf,OA/OA-paper/Bezemer_2006_Cobalt_particle_size_effects_in_the_Fischer_Tropsch_reaction_studied_with_carbon_nanofiber_supported_catalysts_830ec99802.pdf,9,0.654,1
10.1016/j.jcat.2005.11.015,bebda9f3d94b8953,first_page_doi,FALSE,10.1016/j.jcat.2005.11.015,10.1016/j.jcat.2005.11.015,Preparation of Fischer-Tropsch cobalt catalysts supported on carbon nanofibers and silica using homogeneous deposition-precipitation,Preparation of Fischer-Tropsch cobalt catalysts supported on carbon nanofibers and silica using homogeneous deposition-precipitation,Preparation of Fischer Tropsch cobalt catalysts supported on carbon nanofibers and silica using homogeneous de,JOURNAL OF CATALYSIS,2006,"Bezemer, GL; Radstake, PB; Koot, V; van Dillen, AJ; Geus, JW; de Jong, KP",OA,Elsevier,OA_DOWNLOADABLE,Article,Bezemer_2006_Preparation_of_Fischer_Tropsch_cobalt_catalysts_supported_on_carbon_nanofibers_and_silica_using_homogeneous_de_f4e1157880.pdf,OA/OA-paper/Bezemer_2006_Preparation_of_Fischer_Tropsch_cobalt_catalysts_supported_on_carbon_nanofibers_and_silica_using_homogeneous_de_f4e1157880.pdf,12,1.337,0.928
10.1016/j.jcat.2006.06.004,dc5a76bbc8e69074,first_page_doi,FALSE,10.1016/j.jcat.2006.06.004,10.1016/j.jcat.2006.06.004,Spatially resolved UV-vis micro spectroscopy on the preparation of alumina-supported Co Fischer-Tropsch catalysts: Linking activity to Co distribution and speciation,Spatially resolved UV-vis micro spectroscopy on the preparation of alumina-supported Co Fischer-Tropsch catalysts: Linking activity to Co distribution and speciation,Spatially resolved UV vis micro spectroscopy on the preparation of alumina supported Co Fischer Tropsch cataly,JOURNAL OF CATALYSIS,2006,"van de Water, Leon G. A.; Bezerner, G. Leendert; Bergwerff, Jaap A.; Versluijs-Helder, Marjan; Weckhuysen, Bert M.; de Jong, Krijn P.",OA,Elsevier,OA_DOWNLOADABLE,Article,van_de_Water_2006_Spatially_resolved_UV_vis_micro_spectroscopy_on_the_preparation_of_alumina_supported_Co_Fischer_Tropsch_cataly_5f52cab096.pdf,OA/OA-paper/van_de_Water_2006_Spatially_resolved_UV_vis_micro_spectroscopy_on_the_preparation_of_alumina_supported_Co_Fischer_Tropsch_cataly_5f52cab096.pdf,12,0.575,0.928
10.1515/znb-2008-0311,261817c8d8a4b052,xlsx_prior_doi,FALSE,,10.1515/znb-2008-0311,Fischer-Tropsch CO-hydrogenation on SiO2-supported osmium complexes,Fischer-Tropsch CO-hydrogenation on SiO2-supported osmium complexes,Fischer Tropsch CO hydrogenation on SiO2 supported osmium complexes,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B-A JOURNAL OF CHEMICAL SCIENCES,2008,"Bungane, Ntombovuyo; Welker, Cathrin; van Steen, Eric; Moss, John R.; Claeys, Michael",OA,De_Gruyter,OA_DOWNLOADABLE,Article,Bungane_2008_Fischer_Tropsch_CO_hydrogenation_on_SiO2_supported_osmium_complexes_efe2ee23b1.pdf,OA/OA-paper/Bungane_2008_Fischer_Tropsch_CO_hydrogenation_on_SiO2_supported_osmium_complexes_efe2ee23b1.pdf,4,0.061,1
10.1002/ceat.200700336,4ec415d2e4d3b976,first_page_doi,FALSE,10.1002/ceat.200700336,10.1002/ceat.200700336,Simulation analysis of a GTL process using ASPEN plus,Simulation analysis of a GTL process using ASPEN plus,Chem Eng   Technol - 2008 - Hao - Simulation Analysis of a GTL Process Using Aspen Plus,CHEMICAL ENGINEERING & TECHNOLOGY,2008,"Hao, Xu; Djatmiko, Martina Elissa; Xu, Yuanyuan; Wang, Yining; Chang, Jie; Li, Yongwang",OA,Wiley,PERMISSION_REQUIRED,Article,Chem Eng   Technol - 2008 - Hao - Simulation Analysis of a GTL Process Using Aspen Plus.pdf,OA/OA-paper/Chem Eng   Technol - 2008 - Hao - Simulation Analysis of a GTL Process Using Aspen Plus.pdf,9,0.126,0.828
10.1021/ef8000532,91a96eefeaaaba38,first_page_doi,FALSE,10.1021/ef8000532,10.1021/ef8000532,Thermocatalytic conversion of landfill gas and biogas to alternative transportation fuels,Thermocatalytic conversion of landfill gas and biogas to alternative transportation fuels,Thermocatalytic conversion of landfill gas and biogas to alternative transportation fuels,ENERGY & FUELS,2008,"Muradov, Nazim; Smith, Franklyn",OA,ACS,OA_DOWNLOADABLE,Article,Muradov_2008_Thermocatalytic_conversion_of_landfill_gas_and_biogas_to_alternative_transportation_fuels_c6a9870171.pdf,OA/OA-paper/Muradov_2008_Thermocatalytic_conversion_of_landfill_gas_and_biogas_to_alternative_transportation_fuels_c6a9870171.pdf,8,0.578,1
10.1002/cctc.200900025,ad5f1f00018c5430,first_page_doi,FALSE,10.1002/cctc.200900025,10.1002/cctc.200900025,Catalytic Technology for Carbon Dioxide Reforming of Methane to Synthesis Gas,Catalytic Technology for Carbon Dioxide Reforming of Methane to Synthesis Gas,Catalytic Technology for Carbon Dioxide Reforming of Methane to Synthesis Gas,CHEMCATCHEM,2009,"Fan, Mun-Sing; Abdullah, Ahmad Zuhairi; Bhatia, Subhash",OA,Wiley,OA_DOWNLOADABLE,Review,Fan_2009_Catalytic_Technology_for_Carbon_Dioxide_Reforming_of_Methane_to_Synthesis_Gas_e5435a2535.pdf,OA/OA-paper/Fan_2009_Catalytic_Technology_for_Carbon_Dioxide_Reforming_of_Methane_to_Synthesis_Gas_e5435a2535.pdf,17,0.543,1
10.1002/anie.200806003,4f8c512b284f7266,first_page_doi,FALSE,10.1002/anie.200806003,10.1002/anie.200806003,Nanoscale Chemical Imaging of the Reduction Behavior of a Single Catalyst Particle,Nanoscale Chemical Imaging of the Reduction Behavior of a Single Catalyst Particle,Nanoscale Chemical Imaging of the Reduction Behavior of a Single Catalyst Particle,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,2009,"de Smit, Emiel; Swart, Ingmar; Creemer, J. Fredrik; Karunakaran, Chithra; Bertwistle, Drew; Zandbergen, Henny W.; de Groot, Frank M. F.; Weckhuysen, Bert M.",OA,Wiley,OA_DOWNLOADABLE,Article,de_Smit_2009_Nanoscale_Chemical_Imaging_of_the_Reduction_Behavior_of_a_Single_Catalyst_Particle_02b86fa458.pdf,OA/OA-paper/de_Smit_2009_Nanoscale_Chemical_Imaging_of_the_Reduction_Behavior_of_a_Single_Catalyst_Particle_02b86fa458.pdf,5,0.67,1
10.1002/cphc.200901023,bbebc0865ceea118,first_page_doi,FALSE,10.1002/cphc.200901023,10.1002/cphc.200901023,In-situ Scanning Transmission X-Ray Microscopy of Catalytic Solids and Related Nanomaterials,In-situ Scanning Transmission X-Ray Microscopy of Catalytic Solids and Related Nanomaterials,In situ Scanning Transmission X Ray Microscopy of Catalytic Solids and Related Nanomaterials,CHEMPHYSCHEM,2010,"de Groot, Frank M. F.; de Smit, Emiel; van Schooneveld, Matti M.; Aramburo, Luis R.; Weckhuysen, Bert M.",OA,Wiley,OA_DOWNLOADABLE,Review,de_Groot_2010_In_situ_Scanning_Transmission_X_Ray_Microscopy_of_Catalytic_Solids_and_Related_Nanomaterials_47a4a4dc8a.pdf,OA/OA-paper/de_Groot_2010_In_situ_Scanning_Transmission_X_Ray_Microscopy_of_Catalytic_Solids_and_Related_Nanomaterials_47a4a4dc8a.pdf,12,0.885,1
10.1039/b9nj00626e,beca00f06cd85963,first_page_doi,FALSE,10.1039/b9nj00626e,10.1039/b9nj00626e,The modification of M41S materials: addition of metal clusters and nanoparticles,The modification of M41S materials: addition of metal clusters and nanoparticles,The modification of M41S materials addition of metal clusters and nanoparticles,NEW JOURNAL OF CHEMISTRY,2010,"Hondow, Nicole S.; Koutsantonis, George A.; Fuller, Rebecca O.; Fansuri, Hamzah; Saunders, Martin; Stamps, Robert L.; Zhang, Dongke",OA,RSC,OA_DOWNLOADABLE,Article,Hondow_2010_The_modification_of_M41S_materials_addition_of_metal_clusters_and_nanoparticles_26db2fd902.pdf,OA/OA-paper/Hondow_2010_The_modification_of_M41S_materials_addition_of_metal_clusters_and_nanoparticles_26db2fd902.pdf,9,1.345,1
10.1007/s11837-011-0008-3,6e380a498c36480b,xlsx_prior_doi,FALSE,,10.1007/s11837-011-0008-3,Concentrated Solar Energy for Thermochemically Producing Liquid Fuels from CO2 and H2O,Concentrated Solar Energy for Thermochemically Producing Liquid Fuels from CO2 and H2O,Concentrated Solar Energy for Thermochemically Producing Liquid Fuels from CO2 and H2O,JOM,2011,"Loutzenhiser, Peter G.; Stamatiou, Anastasia; Villasmil, Willy; Meier, Anton; Steinfeld, Aldo",OA,Springer_Nature,OA_DOWNLOADABLE,Article,Loutzenhiser_2011_Concentrated_Solar_Energy_for_Thermochemically_Producing_Liquid_Fuels_from_CO2_and_H2O_edb342f1fe.pdf,OA/OA-paper/Loutzenhiser_2011_Concentrated_Solar_Energy_for_Thermochemically_Producing_Liquid_Fuels_from_CO2_and_H2O_edb342f1fe.pdf,3,0.816,1
10.1590/s0104-66322011000300015,1d58f11ab0045cf5,xlsx_prior_doi,FALSE,,10.1590/S0104-66322011000300015,EFFECT OF K PROMOTER ON THE STRUCTURE AND CATALYTIC BEHAVIOR OF SUPPORTED IRON-BASED CATALYSTS IN FISCHER-TROPSCH SYNTHESIS,EFFECT OF K PROMOTER ON THE STRUCTURE AND CATALYTIC BEHAVIOR OF SUPPORTED IRON-BASED CATALYSTS IN FISCHER-TROPSCH SYNTHESIS,EFFECT OF K PROMOTER ON THE STRUCTURE AND CATALYTIC BEHAVIOR OF SUPPORTED IRON BASED CATALYSTS IN FISCHER TROP,BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,2011,"Farias, F. E. M.; Rabelo Neto, R. C.; Baldanza, M. A. S.; Schmal, M.; Fernandes, F. A. N.",OA,SciELO,OA_DOWNLOADABLE,Article,Farias_2011_EFFECT_OF_K_PROMOTER_ON_THE_STRUCTURE_AND_CATALYTIC_BEHAVIOR_OF_SUPPORTED_IRON_BASED_CATALYSTS_IN_FISCHER_TROP_ec8d87db1b.pdf,OA/OA-paper/Farias_2011_EFFECT_OF_K_PROMOTER_ON_THE_STRUCTURE_AND_CATALYTIC_BEHAVIOR_OF_SUPPORTED_IRON_BASED_CATALYSTS_IN_FISCHER_TROP_ec8d87db1b.pdf,10,1.978,0.945
10.1002/anie.201102979,ab1fb932d939a203,first_page_doi,FALSE,10.1002/anie.201102979,10.1002/anie.201102979,Fischer-Tropsch Chemistry at Room Temperature?,Fischer-Tropsch Chemistry at Room Temperature?,Fischer Tropsch Chemistry at Room Temperature,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,2011,"Gerlach, Deidra L.; Lehnert, Nicolai",OA,Wiley,OA_DOWNLOADABLE,Editorial Material,Gerlach_2011_Fischer_Tropsch_Chemistry_at_Room_Temperature_bff160f1cb.pdf,OA/OA-paper/Gerlach_2011_Fischer_Tropsch_Chemistry_at_Room_Temperature_bff160f1cb.pdf,3,0.341,1
10.3390/catal2020303,a7521e90e06a7fbe,first_page_doi,FALSE,10.3390/catal2020303,10.3390/catal2020303,Application of Fischer-Tropsch Synthesis in Biomass to Liquid Conversion,Application of Fischer-Tropsch Synthesis in Biomass to Liquid Conversion,Application of Fischer Tropsch Synthesis in Biomass to Liquid Conversion,CATALYSTS,2012,"Hu, Jin; Yu, Fei; Lu, Yongwu",OA,MDPI,OA_DOWNLOADABLE,Review,Hu_2012_Application_of_Fischer_Tropsch_Synthesis_in_Biomass_to_Liquid_Conversion_83b9ae1c99.pdf,OA/OA-paper/Hu_2012_Application_of_Fischer_Tropsch_Synthesis_in_Biomass_to_Liquid_Conversion_83b9ae1c99.pdf,24,0.583,1
10.1021/ja304958u,9971eef4a9a416eb,first_page_doi,FALSE,10.1021/ja304958u,10.1021/ja304958u,Iron Particle Size Effects for Direct Production of Lower Olefins from Synthesis Gas,Iron Particle Size Effects for Direct Production of Lower Olefins from Synthesis Gas,Iron Particle Size Effects for Direct Production of Lower Olefins from Synthesis Gas,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2012,"Galvis, Hirsa M. Torres; Bitter, Johannes H.; Davidian, Thomas; Ruitenbeek, Matthijs; Dugulan, A. Iulian; de Jong, Krijn P.",OA,ACS,OA_DOWNLOADABLE,Article,Galvis_2012_Iron_Particle_Size_Effects_for_Direct_Production_of_Lower_Olefins_from_Synthesis_Gas_c670aa5d58.pdf,OA/OA-paper/Galvis_2012_Iron_Particle_Size_Effects_for_Direct_Production_of_Lower_Olefins_from_Synthesis_Gas_c670aa5d58.pdf,9,1.388,1
10.1021/ef301251d,7c89d2ab3d85385a,first_page_doi,FALSE,10.1021/ef301251d,10.1021/ef301251d,Role of ZSM5 Distribution on Co/SiO2 Fischer-Tropsch Catalyst for the Production of C5-C22 Hydrocarbons,Role of ZSM5 Distribution on Co/SiO2 Fischer-Tropsch Catalyst for the Production of C5-C22 Hydrocarbons,role-of-zsm5-distribution-on-co-sio2-fischer-tropsch-catalyst-for-the-production-of-c5-c22-hydrocarbons,ENERGY & FUELS,2012,"Kang, Suk-Hwan; Ryu, Jae-Hong; Kim, Jin-Ho; Jang, In Hyeok; Kim, A. Rong; Han, Gui Young; Bae, Jong Wook; Ha, Kyoung-Su",OA,ACS,PERMISSION_REQUIRED,Article,role-of-zsm5-distribution-on-co-sio2-fischer-tropsch-catalyst-for-the-production-of-c5-c22-hydrocarbons.pdf,OA/OA-paper/role-of-zsm5-distribution-on-co-sio2-fischer-tropsch-catalyst-for-the-production-of-c5-c22-hydrocarbons.pdf,9,1.206,0.9
10.1002/wene.69,34a6656abb97b0d8,first_page_doi,FALSE,10.1002/wene.69,10.1002/wene.69,Fischer-Tropsch conversion of biomass-derived synthesis gas to liquid fuels,Fischer-Tropsch conversion of biomass-derived synthesis gas to liquid fuels,Fischer Tropsch conversion of biomass derived synthesis gas to liquid fuels,WILEY INTERDISCIPLINARY REVIEWS-ENERGY AND ENVIRONMENT,2013,"Lillebo, Andreas Helland; Holmen, Anders; Enger, Bjorn Christian; Blekkan, Edd Anders",OA,Wiley,OA_DOWNLOADABLE,Review,Lillebo_2013_Fischer_Tropsch_conversion_of_biomass_derived_synthesis_gas_to_liquid_fuels_ddcf3873d0.pdf,OA/OA-paper/Lillebo_2013_Fischer_Tropsch_conversion_of_biomass_derived_synthesis_gas_to_liquid_fuels_ddcf3873d0.pdf,18,0.715,1
10.1016/j.jcat.2012.10.024,b97ec53a4c27f541,first_page_doi,FALSE,10.1016/j.jcat.2012.10.024,10.1016/j.jcat.2012.10.024,Freeze-drying for controlled nanoparticle distribution in Co/SiO2 Fischer-Tropsch catalysts,Freeze-drying for controlled nanoparticle distribution in Co/SiO2 Fischer-Tropsch catalysts,Freeze drying for controlled nanoparticle distribution in Co SiO2 Fischer Tropsch catalysts,JOURNAL OF CATALYSIS,2013,"Eggenhuisen, T. M.; Munnik, P.; Talsma, H.; de Jongh, P. E.; de Jong, K. P.",OA,Elsevier,OA_DOWNLOADABLE,Article,Eggenhuisen_2013_Freeze_drying_for_controlled_nanoparticle_distribution_in_Co_SiO2_Fischer_Tropsch_catalysts_b6d9501c57.pdf,OA/OA-paper/Eggenhuisen_2013_Freeze_drying_for_controlled_nanoparticle_distribution_in_Co_SiO2_Fischer_Tropsch_catalysts_b6d9501c57.pdf,8,1.258,1
